action,addr,advpnsc,assignip,auditid,auditreporttype,auditscore,audittime,bandwidth,cookies,cpu,criticalcount,date,devid,devname,dhcp_msg,dir,disk,disklograte,duration,error_num,espauth,esptransform,eventtime,exch,fazlograte,freediskstorage,group,highcount,hostname,idseq,in_spi,init,interface,ip,itime,lease,level,locip,locport,logdesc,logid,logver,lowcount,mac,mediumcount,mem,mode,msg,name,nextstat,out_spi,outintf,passedcount,peer_notif,rcvdbyte,reason,remip,remport,result,role,sentbyte,seq,setuprate,spi,stage,status,subtype,sysuptime,time,total,totalsession,tunnelid,tunnelip,tunneltype,type,tz,ui,used,user,useralt,vd,version,vpntunnel,waninfo,xauthgroup,xauthuser
tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1180988,,,,1751820686342939130,,,,N/A,,,19900372806008851,,,,,1751820688,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,194797240,,88.61.48.146,500,,,421839288,,,,,,vpn,,18:51:26,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
perf-stats,,,,,,,,2/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751820724117473170,,0,0,,,,19900372806008832,,,,,1751820725,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  54; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1181540,18:52:05,,54,,,,event,+0200,,,,,root,,,name=wan1;bytes=1597435495/6925468255;packets=8293577/10664601;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751820739230503550,,,,,,ArcherAX55,19900372806008850,,,internal1,10.63.44.101,1751820741,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,18:52:19,,,,,,event,+0200,,,,,root,,,,,
negotiate,,0,N/A,,,,,,26a22c9262d7c748/0000000000000000,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751820815050199690,,,,N/A,,,19900372806008861,,,,,1751820817,,error,93.64.253.210,4500,IPsec phase 1 error,0101037124,0702111740,,,,,,IPsec phase 1 error,,,,wan1,,,,peer SA proposal not match local policy,159.203.30.22,42796,,,,,,,,negotiate_error,vpn,,18:53:35,,,,,,event,+0200,,,N/A,N/A,root,,N/A,,N/A,N/A
negotiate,,0,N/A,,,,,,26a22c9262d7c748/0000000000000000,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,inbound,,,,,,,1751820815050242390,SA_INIT,,,N/A,,,19900372806008862,,remote,,,1751820817,,error,93.64.253.210,4500,Progress IPsec phase 1,0101037128,0702111740,,,,,,progress IPsec phase 1,,,,wan1,,,,,159.203.30.22,42796,ERROR,responder,,,,,,failure,vpn,,18:53:35,,,,,,event,+0200,,,N/A,N/A,root,IKEv2,N/A,,N/A,N/A
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751820849600844670,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751820852,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,18:54:09,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751820959981145710,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751820961,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,18:56:00,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,4/2,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751821024127482770,,0,0,,,,19900372806008832,,,,,1751821025,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  51; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1181840,18:57:04,,51,,,,event,+0200,,,,,root,,,name=wan1;bytes=1597719790/6925707647;packets=8294921/10666010;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751821070341553610,,,,,,ArcherAX55,19900372806008893,,,internal1,10.63.44.101,1751821073,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,18:57:50,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751821085103005210,,,,,,,19900372806008834,,,internal1,,1751821086,,information,,,DHCP statistics,0100026003,0702111740,,,,,,DHCP statistics,,,,,,,,,,,,,,,,,,,system,,18:58:05,51,,,,,event,+0200,,3,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751821180701876150,,,,,,ArcherAX55,19900372806008883,,,internal1,10.63.44.101,1751821184,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,18:59:41,,,,,,event,+0200,,,,,root,,,,,
negotiate,,0,N/A,,,,,,516d437431537959/0000000000000000,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,inbound,,,,,,,1751821243296377250,SA_INIT,,,N/A,,,19900372806008832,,remote,,,1751821245,,error,93.64.253.210,500,Progress IPsec phase 1,0101037128,0702111740,,,,,,progress IPsec phase 1,,,,wan1,,,,,174.164.132.83,53926,ERROR,responder,,,,,,failure,vpn,,19:00:43,,,,,,event,+0200,,,N/A,N/A,root,IKEv2,N/A,,N/A,N/A
tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1181588,,,,1751821286352903370,,,,N/A,,,19900372806008900,,,,,1751821288,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,194868284,,88.61.48.146,500,,,421995955,,,,,,vpn,,19:01:26,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751821291092216410,,,,,,ArcherAX55,19900372806008863,,,internal1,10.63.44.101,1751821291,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:01:31,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,3/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751821324137452270,,0,0,,,,19900372806008840,,,,,1751821325,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  50; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1182140,19:02:05,,50,,,,event,+0200,,,,,root,,,name=wan1;bytes=1597972365/6925903436;packets=8296194/10667342;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751821401452630110,,,,,,ArcherAX55,19900372806008891,,,internal1,10.63.44.101,1751821403,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:03:22,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751821411597748090,,,,,,,19900372806008858,,,,,1751821414,,notice,,,FortiGate update succeeded,0100041000,0702111740,,,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(93.04414) etdb(93.04414) avai(4.02315) mmdb(93.04414) from 173.243.142.6:443,,,,,,,,,,,,,,,,,,update,system,,19:03:32,,,,,,event,+0200,,,,,root,,,,,
update,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751821435938961270,,,,,,,19900372806008869,,,,,1751821438,,notice,,,Scanunit reloaded AV Database,0100022813,0702111740,,,,,,scanunit=manager pid=200 cause='signal' AV database reload requested 1 times by updated (pid 202) successful,,,,,,,,,,,,,,,,,,,system,,19:03:56,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751821511832932650,,,,,,ArcherAX55,19900372806008834,,,internal1,10.63.44.101,1751821515,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:05:11,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751821622203249550,,,,,,ArcherAX55,19900372806008874,,,internal1,10.63.44.101,1751821624,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:07:02,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,1/2,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751821624147502630,,0,0,,,,19900372806008875,,,,,1751821624,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  52; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1182440,19:07:04,,52,,,,event,+0200,,,,,root,,,name=wan1;bytes=1598289639/6926210639;packets=8297630/10668832;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751821732573602010,,,,,,ArcherAX55,19900372806008860,,,internal1,10.63.44.101,1751821734,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:08:52,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751821842943950630,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751821847,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:10:43,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1182188,,,,1751821886372901990,,,,N/A,,,19900372806008844,,,,,1751821892,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,194967238,,88.61.48.146,500,,,422177927,,,,,,vpn,,19:11:27,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
perf-stats,,,,,,,,3/4,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751821924157427630,,0,0,,,,19900372806008880,,,,,1751821925,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  48; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1182740,19:12:04,,48,,,,event,+0200,,,,,root,,,name=wan1;bytes=1598550216/6926416392;packets=8298922/10670186;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751821953324286390,,,,,,ArcherAX55,19900372806008876,,,internal1,10.63.44.101,1751821957,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:12:32,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751822063724640430,,,,,,ArcherAX55,19900372806008875,,,internal1,10.63.44.101,1751822067,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:14:23,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751822174094973350,,,,,,ArcherAX55,19900372806008910,,,internal1,10.63.44.101,1751822174,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:16:14,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,3/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751822224167418990,,0,0,,,,19900372806008885,,,,,1751822224,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  51; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1183040,19:17:04,,51,,,,event,+0200,,,,,root,,,name=wan1;bytes=1598824743/6926640753;packets=8300244/10671537;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751822284435344970,,,,,,ArcherAX55,19900372806008888,,,internal1,10.63.44.101,1751822284,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:18:04,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751822394805667250,,,,,,ArcherAX55,19900372806008868,,,internal1,10.63.44.101,1751822398,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:19:54,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1182788,,,,1751822486392908170,,,,N/A,,,19900372806008832,,,,,1751822489,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,195039722,,88.61.48.146,500,,,422328365,,,,,,vpn,,19:21:26,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751822505186065570,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751822506,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:21:45,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,3/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751822524177470590,,0,0,,,,19900372806008873,,,,,1751822525,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  46; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1183340,19:22:04,,46,,,,event,+0200,,,,,root,,,name=wan1;bytes=1599088538/6926857230;packets=8301544/10672906;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751822615586481290,,,,,,ArcherAX55,19900372806008856,,,internal1,10.63.44.101,1751822617,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:23:35,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751822725946715670,,,,,,ArcherAX55,19900372806008856,,,internal1,10.63.44.101,1751822729,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:25:26,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,2/2,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751822824187606550,,0,0,,,,19900372806008842,,,,,1751822825,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  45; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1183640,19:27:04,,45,,,,event,+0200,,,,,root,,,name=wan1;bytes=1599376623/6927087785;packets=8302879/10674278;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751822836277047550,,,,,,ArcherAX55,19900372806008865,,,internal1,10.63.44.101,1751822839,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:27:15,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751822946627458750,,,,,,ArcherAX55,19900372806008835,,,internal1,10.63.44.101,1751822949,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:29:07,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751823056987727470,,,,,,ArcherAX55,19900372806008867,,,internal1,10.63.44.101,1751823060,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:30:56,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1183389,,,,1751823086412900710,,,,N/A,,,19900372806008861,,,,,1751823088,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,195113578,,88.61.48.146,500,,,422491305,,,,,,vpn,,19:31:26,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
,,,,1751823089822,OptimizationReport,95.0,1751823092,,,,0,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751823092111794830,,,,,0,,19900372806008850,,,,,1751823092,,notice,,,Security Rating summary,0110052000,0702111740,2,,0,,,,,,,,7,,,,,,,,,,,,,,security-rating,,19:31:32,,,,,,event,+0200,,,,,root,,,,,
,,,,1751823089822,CoverageReport,82.3,1751823092,,,,3,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751823092723489550,,,,,1,,19900372806008832,,,,,1751823096,,notice,,,Security Rating summary,0110052000,0702111740,0,,0,,,,,,,,14,,,,,,,,,,,,,,security-rating,,19:31:33,,,,,,event,+0200,,,,,root,,,,,
,,,,1751823089822,CoverageReport,42.3,1751823092,,,,0,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751823092723626530,,,,,0,,19900372806008833,,,,,1751823096,,notice,,,Security Rating result change,0110052001,0702111740,0,,0,,,,,,,,2,,,,,,,,,,,,,,security-rating,,19:31:33,,,,,,event,+0200,,,,,root,,,,,
,,,,1751823089822,PostureReport,109.5,1751823093,,,,3,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751823093661559670,,,,,3,,19900372806008834,,,,,1751823096,,notice,,,Security Rating summary,0110052000,0702111740,0,,4,,,,,,,,18,,,,,,,,,,,,,,security-rating,,19:31:34,,,,,,event,+0200,,,,,root,,,,,
,,,,1751823089822,PostureReport,4.5,1751823093,,,,0,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751823093661597530,,,,,0,,19900372806008835,,,,,1751823096,,notice,,,Security Rating result change,0110052001,0702111740,0,,2,,,,,,,,2,,,,,,,,,,,,,,security-rating,,19:31:34,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,2/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751823124207561410,,0,0,,,,19900372806008838,,,,,1751823125,,notice,,,System performance statistics,0100040704,0702111740,,,,42,,Performance statistics: average CPU: 0; memory:  42; concurrent sessions:  44; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1183940,19:32:05,,44,,,,event,+0200,,,,,root,,,name=wan1;bytes=1599792962/6927423886;packets=8304402/10675814;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751823167328126370,,,,,,ArcherAX55,19900372806008866,,,internal1,10.63.44.101,1751823168,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:32:47,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751823184547425570,,,,,,,19900372806008897,,,,,1751823186,,notice,,,FortiGate update succeeded,0100041000,0702111740,,,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.142.6:443,,,,,,,,,,,,,,,,,,update,system,,19:33:05,,,,,,event,+0200,,,,,root,,,,,
update,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751823206952431670,,,,,,,19900372806008854,,,,,1751823208,,notice,,,Scanunit reloaded AV Database,0100022813,0702111740,,,,,,scanunit=manager pid=200 cause='signal' AV database reload requested 1 times by updated (pid 202) successful,,,,,,,,,,,,,,,,,,,system,,19:33:27,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751823277698469790,,,,,,ArcherAX55,19900372806008866,,,internal1,10.63.44.101,1751823278,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:34:38,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751823388078787330,,,,,,ArcherAX55,19900372806008845,,,internal1,10.63.44.101,1751823389,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:36:28,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,5/2,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751823424217537930,,0,0,,,,19900372806008871,,,,,1751823424,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  49; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1184240,19:37:04,,49,,,,event,+0200,,,,,root,,,name=wan1;bytes=1600082946/6927664608;packets=8305765/10677207;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751823498449064650,,,,,,ArcherAX55,19900372806008837,,,internal1,10.63.44.101,1751823501,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:38:19,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751823608839551230,,,,,,ArcherAX55,19900372806008884,,,internal1,10.63.44.101,1751823610,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:40:09,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1183989,,,,1751823686432904770,,,,N/A,,,19900372806008872,,,,,1751823687,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,195322506,,88.61.48.146,500,,,422792283,,,,,,vpn,,19:41:27,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751823719219833430,,,,,,ArcherAX55,19900372806008847,,,internal1,10.63.44.101,1751823720,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:41:59,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,3/4,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751823724237475670,,0,0,,,,19900372806008857,,,,,1751823724,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  48; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1184540,19:42:04,,48,,,,event,+0200,,,,,root,,,name=wan1;bytes=1600338054/6927865050;packets=8307053/10678547;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751823829570135870,,,,,,ArcherAX55,19900372806008865,,,internal1,10.63.44.101,1751823830,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:43:50,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751823939930543830,,,,,,ArcherAX55,19900372806008886,,,internal1,10.63.44.101,1751823942,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:45:40,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,2/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751824024257423450,,0,0,,,,19900372806008911,,,,,1751824025,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  47; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1184840,19:47:04,,47,,,,event,+0200,,,,,root,,,name=wan1;bytes=1600647079/6928117038;packets=8308432/10679958;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751824050310848050,,,,,,ArcherAX55,19900372806008848,,,internal1,10.63.44.101,1751824054,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,19:47:31,,,,,,event,+0200,,,,,root,,,,,
